Palavra-chave,Título,Empresa,Localização,Tipo de trabalho,Link
Cientista de Dados,"Senior Business Analyst
Senior Business Analyst",Dentsu World Services Brazil,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4257172251/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=dURdU76qOukvey%2FBIOUEcw%3D%3D&trackingId=Q6aRqCYU994E4dO7anXHPg%3D%3D&trk=flagship3_search_srp_jobs
Cientista de Dados,"Cientista de Dados PL/SR - Python
Cientista de Dados PL/SR - Python with verification",Zallpy Digital,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4279719736/?eBP=CwEAAAGZ6ZTdhOVOjWn-iYuQhBY4oCHUQdASB6pf6Wm3-a8mfDfp-GYXPcX6lUT-ByOknjQj2gGlYrTUumCoWozp7xgyUi7-LUge8Yy2esP53zs7_nh3NVwpLK_jvZyaUee8OoV8qWEpx7qfDgEm8IvjwH1HJFbbnUqiT9DRLWyiUo5eKzCtHnb59Cqpz1domsT-gRTPUonUErejRvnK4kM_39pm61jG5tdWicTGUtOL__XnN-N9YexECDFFpax7TjfzkgEgttnJHmoLC4qVOatLcKaAq8AQid4Ffr_j-JhUtq0EYbTV4JbTtG0JkoI00q_bNJX_GZ1n-3mq_rqggj_bkJm97mPyBR1TA0CtiWBI5WelT6mb5l3S1QQ0x582buhaqbs5SdRVK6Ddg7Z9vQunT4fju7IGGafusFVKaC4nO0C7W0XjYUW528RbOLWn0D1Jdy1KajJaOldJS4vs9V7Q3cdgu3rlTnl5qyq_q5UCmnK3rSmOMaGsEWrXXk8xHyendQwKQczq_xfm&refId=h4MiZ%2BUXd6fANGSk9jD8XA%3D%3D&trackingId=fV3aBlfuyBJxZ7U8OwiR7A%3D%3D&trk=flagship3_search_srp_jobs
Cientista de Dados,"Data Scientist Specialist
Data Scientist Specialist",Invisible Expert Marketplace,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4283793686/?eBP=CwEAAAGZ6ZTdhKiqcJOfGDvtsopT2q47kOGgAVY2jc0eDIdyghlEFfLWqNOkgJg_YB3WqNf9S2ORLMsG1lDXqlmpmd5vHF9R1cmH_S8Et3apI6pawBCG9BNgoM3Y3d-vt3nYS1Qo5sfnEr3vTv3YrBsI1tUZUqExaJpjpBJ4Ot9cvBTeXZ0WUMVmx55G71O7Q4swCFMJh1ZOtHxLM8aBTekiTCCyZNAuSgRvSYkj-pomCUH2qgg2EZizbJYaznNJnyuMcJApfrqqmASeg7sp5DLnbC2uWfvaFukrBiGubspsYQy2XeuhzwCPKOJP7Tur3DKUqiyBIHQUBnNRyxq4eNao-6FVjNQ-V5emrm-ACX961Xte9xrGTDp6eSJcM7JPTinym3k0CsjI7c9Tk49HybrKdOtGJYRjOdBd8agaIwT2ar65Cf7XBOUe0S7VIehZm23kI0Tij8k-TOcIQYgq2p0QR_jj65wn78iXl9KdxVLHbzxtUnzG53t3oML9kkNMzM_8BM74xyGbogWiRsHe9g&refId=h4MiZ%2BUXd6fANGSk9jD8XA%3D%3D&trackingId=is2RW1%2Bhl7TGJxgThJXwQA%3D%3D&trk=flagship3_search_srp_jobs
Cientista de Dados,"Sr Data Scientist, Brazil (Remote)
Sr Data Scientist, Brazil (Remote) with verification",CI&T,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4310451627/?eBP=CwEAAAGZ6ZTdhBQG5UsKJZ9yrj15eCNUf6YQXDIrvMje06YRDijlVnaLZU-eT0YipQQM3LrdPlc1YS1Q3g_H6dH10TiZ8f2qq8H2GNCINNi0NyLvKsknlCqU_PBbc2L-VgfCNy6AwoLc2pj70y6Q_m9ybIWDssn3oRVAbHs1Pxya_93OSYWoxcMQlEquwCwL190wCYu8dbCy92kHVYH469nHLE1ueuKlx0dEP6ILhNVcSf7wGh8yYj2rmzyb82JcSR2CnUX_3BO1LBa4wOPdlfHOEfDKdcWa1ggshZIRPoojfIpUeNbKe1lx8_dAwVMJnxX52I1YXomVuXRR2m8A7l-2Dl4wbzeGUoGAv6e0H7zqLBSiUpynU3PalunVHoXICz2GJmk7B8ytF_fIWYwHqpkazDSczzAL6QpZRvtVJvnkp4sfHsHhrsWx2PUWwM__WkY1LGDeB-valQig0XI_f74EiqqgfOt_nwfInwfT&refId=h4MiZ%2BUXd6fANGSk9jD8XA%3D%3D&trackingId=1TCAY1%2BIwX1L17IsxznbBA%3D%3D&trk=flagship3_search_srp_jobs
Cientista de Dados,"Senior/Master Data Scientist, Brazil
Senior/Master Data Scientist, Brazil with verification",CI&T,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4300112030/?eBP=CwEAAAGZ6ZTdhKeWXr_haG-eu334rPwmz6ysDDAcQtKQm2zVmMYNrpBplv2x14HghqTW1oOKTwzOBqMu1DEbhy7OlNLFSBlhf5tP9XKE4HYdnPUo6J55CW4wiS61Kt2sUMQAFFJp1VVTa-zWOyvMCCNz6H0mrQGPLCz4cVhjPy5olAwd7c2B_ZTKyD2xwDokbnv8VC87quwCMnVCNN7xFrrhKWIgiNxw4I7nvTWYo51d8vbl3d9M_AMA1z2e5CCqGil6iOf4Q9i4U5wvcWSg084gPGPalH0l5GpoVSYP2x7BxQNcPb9G4Rv8sMu-ft6WY9WvwcVZaGM2SIOiZa51owrVu2ydbHON28x2vH4HFQuVlo-gMySsNAt5VLqZAcdpv3-GlcxClVmqfGV9WADPnRR7gbD2S8QZPG6qL8Xa7e8jBdZQGemPXQU9cuod0xdx5CXuqIBCqH1wpfGaqK_FKFbSdMEg1L9OHll9O-Hh&refId=h4MiZ%2BUXd6fANGSk9jD8XA%3D%3D&trackingId=dN2QSHJ%2FPbUKaVSQwUqjUA%3D%3D&trk=flagship3_search_srp_jobs
Cientista de Dados,"Cientista de Dados Pleno
Cientista de Dados Pleno",Vetta,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4303495434/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=h4MiZ%2BUXd6fANGSk9jD8XA%3D%3D&trackingId=SXY3trERFF0fcldETcsi3w%3D%3D&trk=flagship3_search_srp_jobs
Cientista de Dados,"Pessoa Especialista em Ciência de Dados com ênfase em Simulação
Pessoa Especialista em Ciência de Dados com ênfase em Simulação with verification",Lojas Renner S.A.,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4306940770/?eBP=CwEAAAGZ6ZTdhCZ0aVjB1nOqvjA2zJ27TRAX2zShTcnwAhCxdzgi-M3N9pGPyK6YSuKP_oT0BvF9cyw7P3f5GM7X61X1nK3htEcsi-Y2bGaVnO3bB5UKf6dlfSSfoRwiitj5YxiqzN7GL3hxlnylUlGnVzUxiW5bxtrCsM5kOlovZ_QGNo1ototjXpZaVPRxVK64BkH_mliahQWcH81oYWqXQyNlw5l8c_LvuQ2mPMjVQhIQqkgbLnOhVJtkUeI3DlmD39f_3Cnh-yPI-uJAXogaKw7sze9_-6N6NHUOoiM8gNhgp929onm1-16V7t2ocmYJIESW1uXmrBoXOVkKZyeZoK4oBWmLFC38I5OuVlNc_kP_l_WUKqnk8VrPISV_Q7Q58VJD3Uw63ncnKqawMixWp2RKsHyzs7lnl0BwonoXWl0CZWoIEIQGWwMyF4Jw6Vm-bsw0e4Wb_SyoBlIEO2gix5awdMAGGFu-soyjy5PoGXWQV5TNkHD-TFn9mmIbPf0wDpPV4iLJGS32An4&refId=h4MiZ%2BUXd6fANGSk9jD8XA%3D%3D&trackingId=7kV7FgKK%2Fqebmr4yuuWPiA%3D%3D&trk=flagship3_search_srp_jobs
Cientista de Dados,"Cientista de Dados Sênior
Cientista de Dados Sênior",Sympla,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4290538297/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=h4MiZ%2BUXd6fANGSk9jD8XA%3D%3D&trackingId=8TSLZnPZBqWF7PGwvPLd0Q%3D%3D&trk=flagship3_search_srp_jobs
Cientista de Dados,"CAIO BOTUCATU - Analista de Dados Pl.
CAIO BOTUCATU - Analista de Dados Pl.",Caio - Perfil Oficial - Fabricante de Ônibus,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4305876467/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=h4MiZ%2BUXd6fANGSk9jD8XA%3D%3D&trackingId=qWxzniOUR9BlTwU57zZS4Q%3D%3D&trk=flagship3_search_srp_jobs
Cientista de Dados,"Mid-Level Data Scientist
Mid-Level Data Scientist with verification",CESAR,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4304488137/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=h4MiZ%2BUXd6fANGSk9jD8XA%3D%3D&trackingId=r2Dg%2Bw6OFQDaMEg0aDHw6w%3D%3D&trk=flagship3_search_srp_jobs
Cientista de Dados,"analista de dados - pleno
analista de dados - pleno",enjoei,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4309203324/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=h4MiZ%2BUXd6fANGSk9jD8XA%3D%3D&trackingId=EmBI26eE0NkQqcD23aCnLg%3D%3D&trk=flagship3_search_srp_jobs
Cientista de Dados,"Associate Technical Program Manager
Associate Technical Program Manager with verification",Mindbody,"São Paulo, Brasil (Remoto)",Remoto,https://www.linkedin.com/jobs/view/4309567958/?eBP=CwEAAAGZ6ZTdhWVdn9WK0gRWDVQ_M2F_zXPKL1yw0VEE5fg-cmKXqilrVySfb2iaG4oUFqVnWgVbsPzibnbRoS4nWpCVGMiR_3kTubTQRjhV52vP9jDxYEpbTneKIpys52GRllbqDk1R913KhwRLFfpdsqz1POQC6cv6qgiTXJGphSu6tHzOrGPh30A7OgbVKcfpNVYYWgNJAJxZ2QTOWhKz-ooQSpRJHnVBt64b5lbA87hwdx1jMckZd3EjM-4uOUpMKVlTiGQ092SJvYx72GBRa500EEaFysrtIwAKAthtcMZB8iOZg2nawKwxhMSLNoDeeD4POfcjXs6IN0uMtoFVhK_gdYo9xHH59FcPVEaPmZ0VQ5giTMRuKbCKs1N9V5aGPjdw6Tw5StCGYo7l0eUVZw67qucZ7lLLCcbkte9h-0BrJRqGPe1isqjJXGJ_dLdZFOLbRbACJEjPQHtFukti3Cwy9327Ppc3KaCU-oGw-saalZtpXZATL4RnxPJX_IM6cGti3baLhS6ZBro&refId=h4MiZ%2BUXd6fANGSk9jD8XA%3D%3D&trackingId=JNP7bchwpWGzYWs3FEI%2FAA%3D%3D&trk=flagship3_search_srp_jobs
Cientista de Dados,"Analista de Dados - Pleno
Analista de Dados - Pleno",Gedanken - GCertifica,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4286177064/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=h4MiZ%2BUXd6fANGSk9jD8XA%3D%3D&trackingId=mhHso618uDH0xzuUVTkAnw%3D%3D&trk=flagship3_search_srp_jobs
Cientista de Dados,"Analyst, Information Security – Identity and Access Management (IAM)
Analyst, Information Security – Identity and Access Management (IAM) with verification",CSG,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4308101492/?eBP=CwEAAAGZ6ZTdhRg5ZdkqzXiwknptGcsMvA4SXazt3nxN0B-In-yu8GrQjwMJ5SvPnaAtn8GN2VTLmM5vlW3h5jD5cBhT8EJ518TIU-WdS5Sgj3l0yBj7s5VfRUqneofQqIDu6ANcT0lOjinyUaRu3yq2el7u_B2AmurlUe-UojsRU6sJN00LZva19z7PJtG1D_dp4z70d5p8I8kvzGsgKiSz3tzf-mjHqAZqoig8UZbI4jSTbPnLvvRP5Se8eQWdF1Z32cyjIJqwaaQ1hFGOJQILSHO1ConQvDLJ7xPLprQQWh2A2xgtsGw_BVR82Ai9cHR7DSzCVn9bWXkAmjbxuFwuXXcv-FWDUbzGASbYNPW0wnveCCOsxeCL96xjMZsbNRGit4VmBTQfz30W1Q5cstOKFWUx-0F-Tqfw4tScToMz64nvNdMsJJUf9ze-84C2VDDQezfIMQF2Sf8mqPKt-zPAE1kDAannZgbt4Id-0IA&refId=h4MiZ%2BUXd6fANGSk9jD8XA%3D%3D&trackingId=6KodzRK%2B9F%2FhOjYNomotlQ%3D%3D&trk=flagship3_search_srp_jobs
Cientista de Dados,"Engenheiro (a) de Dados Sênior
Engenheiro (a) de Dados Sênior",DB1 Group,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4312176331/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=h4MiZ%2BUXd6fANGSk9jD8XA%3D%3D&trackingId=nHdXLu43G7fZHEB9wPLecg%3D%3D&trk=flagship3_search_srp_jobs
Cientista de Dados,"Machine Learning Data Science | MID
Machine Learning Data Science | MID with verification",Compass UOL,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4304428270/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=h4MiZ%2BUXd6fANGSk9jD8XA%3D%3D&trackingId=8sdETJMPgcbOhZwO%2FHXapQ%3D%3D&trk=flagship3_search_srp_jobs
Cientista de Dados,"Profissional Engenheiro de Dados AWS - Sênior
Profissional Engenheiro de Dados AWS - Sênior with verification",BRQ Digital Solutions,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4302900636/?eBP=CwEAAAGZ6ZUm63ivYf3Ax8m3ldATEofWRcp_iv0-OmcsSSC84a8B1ZjzAjEIACe_8yAvyY3xkxX04GSHgGwpbhBtauNLYl1GrOkkzYZ5KmyBX2KaYZZkUIbTYWtTsuxpvry7_yYY33xNGG5mWA7KqjcIh51NJlRe2wGX5u2qnoeJ_QIQJTq_TsxjOkpxqJnl7kZtentXepS0GrOZniNUI7PZ-GeHWCMuHLM6OaPa7FlxiViwUTW3We309PnFZE9dHHN46ksDSPJQXVvU7zNS4MwqG4qCmaRxorNtsEWf4iP1vMm5OfoG6181W5Hfwd3_HKqnx9N2L7iokLy1r0FPgCMuemgKKDlnDtH_SNIhzRS42vU6OuGJAWTXLykep3bGlIiQr2REz9VEtSKaZsVxFyhRzhIam7mU1Il4q_6iTz-iHTTsnLzfdQnvBz0gHH-p6LnV3JitTxH5OV6puXd0umYbmdZiYjabX6p5s-Ni-CupHsevmX6oWRz7ccFrb5nHRyaYXUb52BkgZw&refId=YYw0JYc%2Fg4Yb0wRKYiVvpg%3D%3D&trackingId=G98EEBVQc0G3bZTq8nWLwA%3D%3D&trk=flagship3_search_srp_jobs
Cientista de Dados,"- Senior Data Scientist
- Senior Data Scientist with verification",CI&T,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4310421761/?eBP=CwEAAAGZ6ZUm7MhVeCZo75Si_5sn1e3v2NZyOoqHBfXcK2LEVjDzk4I2yV0kUKAkrf3RjivpkjEWOuCjQB26Z-vXVfui3Yevn32HQfKjUX5F0NWSXkEnRCpUMSs_ix9XHzb-8p4qJdJDsNfmT19uU_s3jcu1d6L2ZioyzpKRkQ-prWPdIgIpZ-_zedMLYR66oP-FCvKAAGqEJMQrdMzsCntAfzIB5duh-mOgZsbC-fqMDMC_aPW3uO4G9BiNBw11R8PK3mlAK_YjIv6x3y2yXLmEzKbDNYAX24JaVxc1ek6RynEkqvrPTGzw4fUnCCzBE83VtT2vggjEPGSJwle4r7daPUK9H4YXPuhI0ccwZr_bc5a-V_HHGDLgMZM2hDvo4DraoFmZW42TKPi74mHFMGP2pPnVPS0HVRVnuFa1T69KyOETuTw5GI-GjEFW-aZmwWmP350oN-ubTjxn74WDl7XXRt1VA9J-CkmMiWb-&refId=YYw0JYc%2Fg4Yb0wRKYiVvpg%3D%3D&trackingId=EPdwpw8thhk79S%2FpsD2pew%3D%3D&trk=flagship3_search_srp_jobs
Cientista de Dados,"Analista de Segurança da Informação Sênior - Foco Detecção e Resposta a Ameaças
Analista de Segurança da Informação Sênior - Foco Detecção e Resposta a Ameaças",Contabilizei,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4306732543/?eBP=CwEAAAGZ6ZUm7B1UPllS1JwtC9f_9erQBSlpBKVVMMjZleIbpzAdzTOb7rB2lFXAiA5XATOaApd0SgmhJ0hBJ4jdTnfvEDqxX9ErSmFJ3b-hbGLDcx-7wRNGWQRvvEZ9IBlz7kGkWeVWOWUkxb4lQ23MqGfUEKw_ZRlf4YR9ALIEfkBPhd1ZwpcDufwRaPo08jcvZErIYvTCc5L5X058rgz4mBQz1vLLWrs3WLDEP9jkcVjfxUcFExlPDVo7cip91AqOlra0Dvu9sBu2C6M4lSPcVuLWi9d-3onAMI0C3NELMLPV4xoUOWCQip5RKvOwDRRE7T490_0fucKWlEbpf0beZOO-gRoRGaKPRZVY__rNn78Ng_rqPvA11joXyh7tLoYjl1mDEMetM98SS3LkY3l90VVynrHW8veSLTU8gOPqcVoaR4XP7LJKBpY4n8WFwMQD0Y9o-vUd8gFdSSYvdI2pGUBtRls1nbEaA6xHGmcGt9sgImn8-dce22fTA196fRaZd_E2P2JSMLYktKI&refId=YYw0JYc%2Fg4Yb0wRKYiVvpg%3D%3D&trackingId=0QusbRJfZyc2YM6sRC2ZKw%3D%3D&trk=flagship3_search_srp_jobs
Cientista de Dados,"Analista de Cybersecurity/Fraude
Analista de Cybersecurity/Fraude with verification",Matera,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4265989102/?eBP=CwEAAAGZ6ZUm7Pin252w5VXnm_m0cGzOtQZX22cmButyjsBCAI7sNS3otNeXRrZYKGz5Q7Qi4q6EJY28M3YUmcnMZPgEWBQOyWRMo7p6KprZ2-tFIRPqhU5MKBZ0lWJtXDEOsvdjTl9-mQncEBMLeTS4OA9w_3ooarL2VLrrqy8X7MAtOzJoCFhvEfcpOvDzelbLw76zofgsbiS-1kyxxH43opIEcTEuEuWKbXindZOVYMLjF0TjRhGI2alyXctRrNqk6cBkH8C8ixi8d03rwC-vAwmh4sEw8KCv2Wpk3yCBVy6ot5PvBcdHJDHojbrEC2ZSbxAE9S36xRN6vnL3w1XX7Bi7L9uJmRV6b-khIxtmcYo3kODmPkSzeL5Wb2Ta3dBMiNnyFpoFMu5ZCkWtb7Tcc2gCGBiAFT2syMukMCNuGhpVbfNOtuNzC6srI-y-P7Rm73ZW7llyoXh6g1phZoLXxborJ5rn4Gp1UKkuvJnU4VSmyigt-O37YVy8JQhYe2imzEMlaEiAWB_0hoyBXQ&refId=YYw0JYc%2Fg4Yb0wRKYiVvpg%3D%3D&trackingId=e5JMBvbbZbUoxgRn%2FO%2FgOQ%3D%3D&trk=flagship3_search_srp_jobs
Cientista de Dados,"Sr Data Scientist
Sr Data Scientist with verification",Ria Money Transfer,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4308100851/?eBP=CwEAAAGZ6ZUm7Mh3UtA_CbCUM0VgdWgm_CJgcMuiZmM0x_2e5fOsyOqkU_wS1co9NcuYgz-RnYBHWi1PA3smwhA0ZX7Z503lP7YvKWPkvyrnYurMmKnZt2Jhf6Qd2ufDkogrVjk0hnDnxkM0hzdmDK6Axy0dzrdvLwh60E8wXlRDD4gsbAMG1H4DSM2pibkrT5TpM95pOIHwn8JQ1m3SzjT5Z01ur0EaGR2lblOBKlq4laGvA0iXE1_oLoAHulN-3mY3px7z6bIp-aSROP1O_y3RWTg8qtyp_HhAosxJMta5J7omXQqjsvr2oPPvS2y5vVasXles3bWsE_TPcvKCrFKwLEZZb3_J1s_JsMO6i37gFqemGPHsH_d0g-WAwcxuSZ6OBYKvb3TSt3XQss_pA1pedTVRjgVO5QbZKbxk2XxeZ8pc7HxxDaoyELWFqgAS8bMyzEyRqEd62fBPnipo5eAauN5STl4YoLxzlan3viUBn-dzMVpY26ao-1oyCTLSqzLx1sQEAXapiWUg&refId=YYw0JYc%2Fg4Yb0wRKYiVvpg%3D%3D&trackingId=vjLNNo%2BiZfJ3xIcRb2bn%2BQ%3D%3D&trk=flagship3_search_srp_jobs
Cientista de Dados,"Cloud Solution Architecture--Cloud & AI Infrastructure
Cloud Solution Architecture--Cloud & AI Infrastructure with verification",Microsoft,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4313401399/?eBP=CwEAAAGZ6ZUm7DNLUDggNtcKE47rY0Jjo3mYy8LTcQM9bcPu_Dnt8u5G1k3x9pKNwXbYKgtvHBHPtcTLJl1TaBOG71G8wUrrJQg6OPWwGbdilCH-tX3kHaIktr0F1_X9Si09bw-hfct-X5DjBXrhJbmjgwLFbnhMuEQQNFO7fxIobXkRk_5PRRWrLHQa5jYJ-TA8dVjDX1u9RCpL07JzbIv-xqxGztwbUOKO7FaWOSh-6w5R0wgFfFhpExVCNx-z9vOgWq-86HCPcUjaYnZRqCguM1s4OAX8t5Ey3O51TAiF8mKKFWFVh1aUr_PKfyzfDVIPHQkgE6dKwb7zC7q7fFuox7tUD4amrqps4lL0mjHlcnv7NdAeiGN0f_UJX3jeQZYCebX3Kqmv5f9HtWQrvdinIK_Hdn5BTQKjk1ignmqO38-zkJG5Vl2E5m7_WoiHHNe3KW4q9SH8_gWzw44m77122aTQVZwFGQVbecb-JSUx2H1PV-E_VwUokuqnDbSoFVgSzMKsNxPMubJP&refId=YYw0JYc%2Fg4Yb0wRKYiVvpg%3D%3D&trackingId=ciVEuW6BnOcLo66dinAjFA%3D%3D&trk=flagship3_search_srp_jobs
Cientista de Dados,"Lead Data Architect - Data Warehouse
Lead Data Architect - Data Warehouse with verification",Thoughtworks,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4315003935/?eBP=CwEAAAGZ6ZUm7EJuyFWHHgDjJeKuqwk9Cpdw8fT6MNbyrnMCwvWk5GfIC6hJ4LgY3N0WwNWxzW4TLjlrz6Sd4KNoqZggnrKyzd5_xbsIO-58R9vw2JxB3xqsjhXWHnsHVHwqJC8fidIkedCa0x2h-MH-F-3pe_hyJiJynSdANv0HRBCZz0_wW5sSuW1RW5Uq-tHkXNOAM88FHdXvJ3YFnkdrA_lwLiANtza-RZdqe6KAeh4ePfb5SU9KI8JlO82eGiAXhZKCfSt7Z7Ft97pUHMFzBH4pTN7J-g7cvjr-USzyRx-knOh6fcM28v4YEFE9UM2UYXQODo12V-fSS2M8pZBB-i2T7bRzVZuAld0ZMX7_maD5Psrpq7SHBiD3srXFGM-siKblY9N-wKfXCBbUyfZxFTL1uuw3YJgYOkCOoTPXjl7NJx8MdygmmhvfxKgv-UeC5FI2TdChPFLcSpseegd5SC9UH5xy-ukE--GRXvfZvcp0TVmS6OC7waqnyiFW59V4hxmRKH4GizmRvMYHDQ&refId=YYw0JYc%2Fg4Yb0wRKYiVvpg%3D%3D&trackingId=Jww0G7k%2FILZjenXhTo1zjA%3D%3D&trk=flagship3_search_srp_jobs
Cientista de Dados,"SAP Supply Chain Integration Lead (c/ingles 100 % remoto)
SAP Supply Chain Integration Lead (c/ingles 100 % remoto) with verification",Stefanini LATAM,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4304320670/?eBP=CwEAAAGZ6ZUm7MlA0tOE0sB58l5M9XYPGHQqWiuUnCFoWBKsUTZzr50vySOuxpS1_LoQsVEiwI_tVzvgvH6LD2JpPqohmj3XS0OnOR8AcORTraRKMGcrmHdj19oPKPOsJY0FY20NByvlN7WRtUy1xKQxzlgrVfqSFDy6nPEaF6-nck9Ou0yO02a4n3jkRHBDNr7d6QXtYrM_ndou-N2tUAnFezMm3pTP6THNE8EjJ4a8bwuxQwQg_asrLBn0t0qQJ-XTjGnxii6sK2MzEPxzQPaRnApk4FQoTQ6YWwd1a_WUV1ROXbWvapXeTsquFtbaMQ-Bx3VFpkBeaRsdcWJS-AEpqGpCXwh1HlnJtBofzoW42JThHvCRpDN5epgoLWJDzwHoQx-hO2luMd4k2OK7A2cL6xtsr8FWFFNL8mt-p3t31zhBJhVGBGtTvKMVzxSqA3FLCt4AMUStgHpd-AIBR3KgPTPkP5Q63yQhDYjtVn8EerWc2P-6SfcIFQq7xqsajV34myNJavr3LU9suU-1zg&refId=YYw0JYc%2Fg4Yb0wRKYiVvpg%3D%3D&trackingId=OjJTFNIcjZrOjgePS%2BAjPw%3D%3D&trk=flagship3_search_srp_jobs
Cientista de Dados,"Analytics Architect / Project Lead
Analytics Architect / Project Lead","Solvd, Inc.",Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4293968643/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=YYw0JYc%2Fg4Yb0wRKYiVvpg%3D%3D&trackingId=gZuh33edRXbSoBz%2FwlRIBw%3D%3D&trk=flagship3_search_srp_jobs
Cientista de Dados,"STEM Specialist (Fluent in Portuguese – Brazil) – AI Trainer
STEM Specialist (Fluent in Portuguese – Brazil) – AI Trainer",Invisible Expert Marketplace,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4250963533/?eBP=BUDGET_EXHAUSTED_JOB&refId=YYw0JYc%2Fg4Yb0wRKYiVvpg%3D%3D&trackingId=mYimvFc5yoP%2FU6F6kxb7fA%3D%3D&trk=flagship3_search_srp_jobs
Cientista de Dados,"Machine Learning Engineer
Machine Learning Engineer with verification",EPAM Systems,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4310205251/?eBP=CwEAAAGZ6ZUm7CbUYzh5WJ1ayAIpRCVdAAL94SbVUY0D55dNCjtS_UBCEJlD9sjY4OffRE3mKsw1GEa069O1t07NQ-Q7uRV7t2LE0DXnab_cj8Bl_HC4WD8VqlGAl7tox7f8v2ttWnIdcvC3fPhD9uQ2CO6OXJvBS7v2W7b_3z4wR-GXskn18kki3vfNdW6vjlRFiuzX-G4KXBJwHUrt9aV0kIYAPLu9lzUGqzv_kKJernVnVI_SxpsKDnzBlm6Qzbv42AqWQ0n7Eoym6cg4fOTxdZmZAJI051JKDkbJHFL89RXXOQhVjQGSgCEaKp1ieFfIDaKFknLb_lB8OKptEtECuEbhDSIkG4DPfBi4tlO5TCmRBWAoQPVz-IyYLYuh7Guii-K0q3VTNcFYI-uROwlhkfBz3_r5OWIJeA3bd5-ZqFfzJECEkEk0iHFYb25EIiFVlDxWmFZPOfkQRgTbRNwAkyPQHYthTkmGSHOE2mgswQ&refId=YYw0JYc%2Fg4Yb0wRKYiVvpg%3D%3D&trackingId=MHfDvWFE12OhSJ%2ByE%2FCyww%3D%3D&trk=flagship3_search_srp_jobs
Cientista de Dados,"ANALISTA DE DADOS
ANALISTA DE DADOS",La Moda,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4305399332/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=YYw0JYc%2Fg4Yb0wRKYiVvpg%3D%3D&trackingId=lYdQdsN6n4c05xkPPyLLuA%3D%3D&trk=flagship3_search_srp_jobs
Cientista de Dados,"Analyst (Paid Social)
Analyst (Paid Social)",Emma of Torre.ai,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4314194030/?eBP=BUDGET_EXHAUSTED_JOB&refId=YYw0JYc%2Fg4Yb0wRKYiVvpg%3D%3D&trackingId=wNhDX67%2FB2M84R7CoOKpvA%3D%3D&trk=flagship3_search_srp_jobs
Cientista de Dados,"Sales Operations Specialist
Sales Operations Specialist",Sagan Recruitment,América Latina (Remoto),Remoto,https://www.linkedin.com/jobs/view/4310340883/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=YYw0JYc%2Fg4Yb0wRKYiVvpg%3D%3D&trackingId=CH97H7M2Gk4dNfP0DKUS%2Fg%3D%3D&trk=flagship3_search_srp_jobs
Cientista de Dados,"Gerente de Sistemas
Gerente de Sistemas with verification",Lojas Renner S.A.,Brasil (Remoto),Remoto,https://www.linkedin.com/jobs/view/4306936844/?eBP=BUDGET_EXHAUSTED_JOB&refId=YYw0JYc%2Fg4Yb0wRKYiVvpg%3D%3D&trackingId=gR5miEhZgrNENGbrA0Wevw%3D%3D&trk=flagship3_search_srp_jobs
